Gene.Name	Enhancer	enh.chr	enh.start	enh.end
Ilf3	chr9:21316710..21317111	chr9	21121154	21121555
Ilf3	chr9:21329893..21330294	chr9	21134337	21134738
Inhba	chr13:15992457..15992858	chr13	16084290	16084691
Insig1	chr5:28063999..28064400	chr5	28390539	28390940
Insl6	chr19:29252847..29253248	chr19	29327337	29327738
Insl6	chr19:29497874..29498275	chr19	29572364	29572765
Insl6	chr19:29500324..29500725	chr19	29574814	29575215
Iqgap1	chr7:80417634..80418035	chr7	87562520	87562921
Iqgap1	chr7:80500918..80501319	chr7	87645804	87646205
Iqgap1	chr7:80774208..80774609	chr7	87919094	87919495
Iqgap1	chr7:80775197..80775598	chr7	87920083	87920484
Iqgap1	chr7:80779316..80779717	chr7	87924202	87924603
Iqgap1	chr7:80789074..80789475	chr7	87933960	87934361
Iqgap1	chr7:80828488..80828889	chr7	87973374	87973775
Iqgap1	chr7:80835195..80835596	chr7	87980081	87980482
Iqgap1	chr7:80838274..80838675	chr7	87983160	87983561
Irak2	chr6:113654111..113654512	chr6	113604105	113604506
Irak2	chr6:113660389..113660790	chr6	113610383	113610784
Irak2	chr6:113661042..113661443	chr6	113611036	113611437
Irak2	chr6:113661434..113661835	chr6	113611428	113611829
Irf8	chr8:120686100..120686501	chr8	123210000	123210401
Irf8	chr8:120697504..120697905	chr8	123221404	123221805
Irf8	chr8:120725274..120725675	chr8	123249174	123249575
Irf8	chr8:120750096..120750497	chr8	123273996	123274397
Irf8	chr8:121585377..121585778	chr8	124109277	124109678
Irg1	chr14:103011772..103012173	chr14	103410989	103411390
Irg1	chr14:103012313..103012714	chr14	103411530	103411931
Irg1	chr14:103014778..103015179	chr14	103413995	103414396
Irg1	chr14:103015885..103016286	chr14	103415102	103415503
Irg1	chr14:103032817..103033218	chr14	103432034	103432435
Irg1	chr14:103033398..103033799	chr14	103432615	103433016
Irg1	chr14:103037012..103037413	chr14	103436229	103436630
Irg1	chr14:103039353..103039754	chr14	103438570	103438971
Irgm1	chr11:49083212..49083613	chr11	48896714	48897115
Irgm1	chr11:49098806..49099207	chr11	48912308	48912709
Irs2	chr8:11098370..11098771	chr8	11098370	11098771
Itga5	chr15:103367563..103367964	chr15	103197994	103198395
Itga5	chr15:103370485..103370886	chr15	103200916	103201317
Itga5	chr15:103376777..103377178	chr15	103207208	103207609
Itga5	chr15:103382041..103382442	chr15	103212472	103212873
Itgav	chr2:83705795..83706196	chr2	83545952	83546353
Itgax	chr7:128132132..128132533	chr7	135275646	135276047
Itgax	chr7:128208238..128208639	chr7	135351752	135352153
Itgax	chr7:128209669..128210070	chr7	135353183	135353584
Itgb1	chr8:127829650..127830051	chr8	130353550	130353951
Itgb1	chr8:128078709..128079110	chr8	130602609	130603010
Itgb1	chr8:128167931..128168332	chr8	130691831	130692232
Itgb1	chr8:128212267..128212668	chr8	130736167	130736568
Itgb1	chr8:128235570..128235971	chr8	130759470	130759871
Itgb1	chr8:128417746..128418147	chr8	130941646	130942047
Itgb1	chr8:128486729..128487130	chr8	131010629	131011030
Itgb1	chr8:128654732..128655133	chr8	131178632	131179033
Itgb1	chr8:128680542..128680943	chr8	131204442	131204843
Itgb8	chr12:119028194..119028595	chr12	120266667	120267068
Itgb8	chr12:119069751..119070152	chr12	120308224	120308625
Itgb8	chr12:119070448..119070849	chr12	120308921	120309322
Itgb8	chr12:119106276..119106677	chr12	120344749	120345150
Itgb8	chr12:119113870..119114271	chr12	120352343	120352744
Itgb8	chr12:119139486..119139887	chr12	120377959	120378360
Itgb8	chr12:119146467..119146868	chr12	120384940	120385341
Itgb8	chr12:119157100..119157501	chr12	120395573	120395974
Itgb8	chr12:119164136..119164537	chr12	120402609	120403010
Itgb8	chr12:119207071..119207472	chr12	120445544	120445945
Itgb8	chr12:119210609..119211010	chr12	120449082	120449483
Itgb8	chr12:119230567..119230968	chr12	120469040	120469441
Itgb8	chr12:119398180..119398581	chr12	120636653	120637054
Jak2	chr19:29176475..29176876	chr19	29250965	29251366
Jak2	chr19:29253796..29254197	chr19	29328286	29328687
Jak2	chr19:29468923..29469324	chr19	29543413	29543814
Jak2	chr19:29496276..29496677	chr19	29570766	29571167
Jak2	chr19:29497156..29497557	chr19	29571646	29572047
Jak2	chr19:29499098..29499499	chr19	29573588	29573989
Jarid2	chr13:43765148..43765549	chr13	43860517	43860918
Jarid2	chr13:43767701..43768102	chr13	43863070	43863471
Jarid2	chr13:43775211..43775612	chr13	43870580	43870981
Jarid2	chr13:43777343..43777744	chr13	43872712	43873113
Jarid2	chr13:43777883..43778284	chr13	43873252	43873653
Jarid2	chr13:43779031..43779432	chr13	43874400	43874801
Jarid2	chr13:43786523..43786924	chr13	43881892	43882293
Jarid2	chr13:43787285..43787686	chr13	43882654	43883055
Jarid2	chr13:43788997..43789398	chr13	43884366	43884767
Jarid2	chr13:43789725..43790126	chr13	43885094	43885495
Jarid2	chr13:44504394..44504795	chr13	44599763	44600164
Jarid2	chr13:44506953..44507354	chr13	44602322	44602723
Jarid2	chr13:44508026..44508427	chr13	44603395	44603796
Jarid2	chr13:44536525..44536926	chr13	44631894	44632295
Jarid2	chr13:44538221..44538622	chr13	44633590	44633991
Jdp2	chr12:85389148..85389549	chr12	86730098	86730499
Jmjd6	chr11:116620115..116620516	chr11	116481429	116481830
Jmjd6	chr11:116621208..116621609	chr11	116482522	116482923
Jmjd6	chr11:116623013..116623414	chr11	116484327	116484728
Katna1	chr10:8870395..8870796	chr10	8590193	8590594
Katnbl1	chr2:112443375..112443776	chr2	112283532	112283933
Kbtbd2	chr6:57707763..57708164	chr6	57657757	57658158
Kbtbd2	chr6:57720852..57721253	chr6	57670846	57671247
Kcmf1	chr6:72512713..72513114	chr6	72462707	72463108
Kcmf1	chr6:72898473..72898874	chr6	72848467	72848868
Kcmf1	chr6:73227378..73227779	chr6	73177372	73177773
Kdm3a	chr6:71224192..71224593	chr6	71174186	71174587
Kif3c	chr12:3359996..3360397	chr12	3359996	3360397
Kif3c	chr12:3813889..3814290	chr12	3813889	3814290
Kif3c	chr12:4545448..4545849	chr12	4552256	4552657
Kif5b	chr18:6104491..6104892	chr18	6104489	6104890
Klc2	chr19:3325330..3325731	chr19	3325330	3325731
Klc2	chr19:3359919..3360320	chr19	3359919	3360320
Klc2	chr19:3930693..3931094	chr19	3930693	3931094
Klc2	chr19:4257489..4257890	chr19	4257489	4257890
Klc2	chr19:4260497..4260898	chr19	4260497	4260898
Klf6	chr13:3636947..3637348	chr13	3636193	3636594
Klf6	chr13:5604202..5604603	chr13	5603448	5603849
Klf6	chr13:5776926..5777327	chr13	5776172	5776573
Klf6	chr13:5778807..5779208	chr13	5778053	5778454
Klf6	chr13:5779366..5779767	chr13	5778612	5779013
Klf6	chr13:5785437..5785838	chr13	5784683	5785084
Klf6	chr13:5787095..5787496	chr13	5786341	5786742
Klf6	chr13:5789313..5789714	chr13	5788559	5788960
Klf6	chr13:5802211..5802612	chr13	5801457	5801858
Klf6	chr13:5802780..5803181	chr13	5802026	5802427
Klf6	chr13:5803606..5804007	chr13	5802852	5803253
Klf6	chr13:5804713..5805114	chr13	5803959	5804360
Klf6	chr13:5828633..5829034	chr13	5827879	5828280
Klf6	chr13:5874698..5875099	chr13	5873944	5874345
Kpna3	chr14:61519101..61519502	chr14	62137938	62138339
Kpna3	chr14:61588401..61588802	chr14	62207238	62207639
Kpna3	chr14:62342354..62342755	chr14	62961191	62961592
Kpna3	chr14:62350892..62351293	chr14	62969729	62970130
Kpna4	chr3:69156040..69156441	chr3	68959962	68960363
Kpna4	chr3:69205173..69205574	chr3	69009095	69009496
Ktn1	chr14:47646899..47647300	chr14	48266574	48266975
Lad1	chr1:135813078..135813479	chr1	137709655	137710056
Lad1	chr1:135813702..135814103	chr1	137710279	137710680
Lad1	chr1:135815389..135815790	chr1	137711966	137712367
Lancl2	chr6:57707763..57708164	chr6	57657757	57658158
Lancl2	chr6:57720852..57721253	chr6	57670846	57671247
Lancl3	chrX:9473354..9473755	chrX	9050480	9050881
Lancl3	chrX:9474463..9474864	chrX	9051589	9051990
Lats1	chr10:7841785..7842186	chr10	7561583	7561984
Lats1	chr10:8768720..8769121	chr10	8488518	8488919
Lats1	chr10:8833795..8834196	chr10	8553593	8553994
Lats1	chr10:8837624..8838025	chr10	8557422	8557823
Lats1	chr10:8841413..8841814	chr10	8561211	8561612
Lats1	chr10:8873966..8874367	chr10	8593764	8594165
Lats1	chr10:8878432..8878833	chr10	8598230	8598631
Lats1	chr10:8880906..8881307	chr10	8600704	8601105
Lats1	chr10:8912261..8912662	chr10	8632059	8632460
Lhfpl2	chr13:94154456..94154857	chr13	94924411	94924812
Lhfpl2	chr13:94161545..94161946	chr13	94931500	94931901
Lhfpl2	chr13:94169305..94169706	chr13	94939260	94939661
Lhfpl2	chr13:94296361..94296762	chr13	95066316	95066717
Lhfpl2	chr13:94298379..94298780	chr13	95068334	95068735
Lhfpl2	chr13:94301207..94301608	chr13	95071162	95071563
Limd1	chr9:121374401..121374802	chr9	121283519	121283920
Limd1	chr9:123482721..123483122	chr9	123391839	123392240
Limd1	chr9:123722685..123723086	chr9	123631803	123632204
Limd1	chr9:123760174..123760575	chr9	123669292	123669693
Limd1	chr9:123769409..123769810	chr9	123678527	123678928
Limd1	chr9:123770478..123770879	chr9	123679596	123679997
Limd1	chr9:124019975..124020376	chr9	123934707	123935108
Limd1	chr9:124036828..124037229	chr9	123951560	123951961
Limd1	chr9:124054413..124054814	chr9	123969151	123969552
Limd1	chr9:124056334..124056735	chr9	123971072	123971473
Limd1	chr9:124143699..124144100	chr9	124058438	124058839
Limd1	chr9:124145917..124146318	chr9	124060656	124061057
Lims1	chr10:58529878..58530279	chr10	57992626	57993027
Lims1	chr10:59335954..59336355	chr10	58798702	58799103
Lin54	chr5:100466638..100467039	chr5	100895657	100896058
Lin54	chr5:100509185..100509586	chr5	100938204	100938605
Lipg	chr18:74880027..74880428	chr18	75039681	75040082
Litaf	chr16:10998841..10999242	chr16	10998934	10999335
Litaf	chr16:11017797..11018198	chr16	11017890	11018291
Litaf	chr16:11456204..11456605	chr16	11456297	11456698
Litaf	chr16:11461512..11461913	chr16	11461605	11462006
Lmbrd1	chr1:24471176..24471577	chr1	24478015	24478416
Lmbrd1	chr1:24699340..24699741	chr1	24756185	24756586
Lpar1	chr4:58470153..58470554	chr4	58483025	58483426
Lphn2	chr3:149170322..149170723	chr3	148833286	148833687
Lphn2	chr3:149203437..149203838	chr3	148866401	148866802
Lphn2	chr3:149326727..149327128	chr3	148989691	148990092
Lpp	chr16:24507895..24508296	chr16	24507981	24508382
Lpp	chr16:24626167..24626568	chr16	24626253	24626654
Lpp	chr16:24735855..24736256	chr16	24735941	24736342
Lpp	chr16:24946467..24946868	chr16	24946553	24946954
Lpp	chr16:25010123..25010524	chr16	25010209	25010610
Lpp	chr16:25011509..25011910	chr16	25011595	25011996
Lpp	chr16:25012201..25012602	chr16	25012287	25012688
Lpp	chr16:25012993..25013394	chr16	25013079	25013480
Lpp	chr16:25024601..25025002	chr16	25024687	25025088
Lpp	chr16:25038535..25038936	chr16	25038621	25039022
Lpp	chr16:25040014..25040415	chr16	25040100	25040501
Lpp	chr16:25041781..25042182	chr16	25041867	25042268
Lpp	chr16:25047799..25048200	chr16	25047885	25048286
Lpp	chr16:25052846..25053247	chr16	25052932	25053333
Lpp	chr16:25061648..25062049	chr16	25061734	25062135
Lrch1	chr14:74369681..74370082	chr14	74769488	74769889
Lrch1	chr14:74373063..74373464	chr14	74772870	74773271
Lrch1	chr14:74736826..74737227	chr14	75136633	75137034
Lrch1	chr14:74847760..74848161	chr14	75247567	75247968
Lrch1	chr14:74916226..74916627	chr14	75316033	75316434
Lrp12	chr15:39963255..39963656	chr15	39794801	39795202
Lrp12	chr15:39966605..39967006	chr15	39798151	39798552
Lrp12	chr15:40013915..40014316	chr15	39845461	39845862
Lrp12	chr15:40014621..40015022	chr15	39846167	39846568
Lrp12	chr15:40015549..40015950	chr15	39847095	39847496
Lrp12	chr15:40020050..40020451	chr15	39851596	39851997
Lrp12	chr15:40047106..40047507	chr15	39878652	39879053
Lrpap1	chr5:35035751..35036152	chr5	35378400	35378801
Lrrc58	chr16:38376853..38377254	chr16	38376939	38377340
Lrrc58	chr16:38394152..38394553	chr16	38394238	38394639
Lrrc58	chr16:38395140..38395541	chr16	38395226	38395627
Lrrc63	chr14:75066270..75066671	chr14	75466077	75466478
Lrrc8c	chr5:105551261..105551662	chr5	105980280	105980681
Lrrc8d	chr5:105649739..105650140	chr5	106078758	106079159
Lrrc8d	chr5:105693943..105694344	chr5	106122962	106123363
Lrrc8d	chr5:105718320..105718721	chr5	106147339	106147740
Lrrc8d	chr5:105800320..105800721	chr5	106229339	106229740
Lrrfip2	chr9:111062911..111063312	chr9	110965415	110965816
Lrrfip2	chr9:111086180..111086581	chr9	110988684	110989085
Lyn	chr4:3647046..3647447	chr4	3574193	3574594
Lyn	chr4:3649473..3649874	chr4	3576620	3577021
Lyn	chr4:3712472..3712873	chr4	3639619	3640020
Lztfl1	chr9:123482721..123483122	chr9	123391839	123392240
Lztfl1	chr9:123722685..123723086	chr9	123631803	123632204
Lztfl1	chr9:123760174..123760575	chr9	123669292	123669693
Lztfl1	chr9:123769409..123769810	chr9	123678527	123678928
Lztfl1	chr9:123770478..123770879	chr9	123679596	123679997
Lztfl1	chr9:123936583..123936984	chr9	123844096	123844497
Lztfl1	chr9:124145917..124146318	chr9	124060656	124061057
Maff	chr15:79400160..79400561	chr15	79230590	79230991
Magohb	chr6:129608354..129608755	chr6	129558372	129558773
Magohb	chr6:131269581..131269982	chr6	131219599	131220000
Malt1	chr18:65302474..65302875	chr18	65462128	65462529
Malt1	chr18:65374575..65374976	chr18	65534229	65534630
Malt1	chr18:65380779..65381180	chr18	65540433	65540834
Malt1	chr18:65381722..65382123	chr18	65541376	65541777
Malt1	chr18:65382443..65382844	chr18	65542097	65542498
Malt1	chr18:65416264..65416665	chr18	65575918	65576319
Malt1	chr18:65693475..65693876	chr18	65853129	65853530
Malt1	chr18:65695369..65695770	chr18	65855023	65855424
Map2k4	chr11:65794243..65794644	chr11	65607745	65608146
Map2k4	chr11:65795278..65795679	chr11	65608780	65609181
Map3k8	chr18:4313884..4314285	chr18	4313882	4314283
Map3k8	chr18:4354522..4354923	chr18	4354520	4354921
Map3k8	chr18:6104491..6104892	chr18	6104489	6104890
Map4	chr9:109032532..109032933	chr9	108935046	108935447
Map4k3	chr17:80772479..80772880	chr17	81171819	81172220
Map4k4	chr1:39583174..39583575	chr1	39640019	39640420
Map4k4	chr1:39608552..39608953	chr1	39665397	39665798
Map4k4	chr1:39851144..39851545	chr1	39907989	39908390
Map4k4	chr1:39896496..39896897	chr1	39953341	39953742
Mapk1ip1l	chr14:47357309..47357710	chr14	47976984	47977385
Mapk1ip1l	chr14:47646899..47647300	chr14	48266574	48266975
Mapk1ip1l	chr14:47647864..47648265	chr14	48267539	48267940
Mapk6	chr9:75407780..75408181	chr9	75255587	75255988
Mapk6	chr9:75434069..75434470	chr9	75281876	75282277
Mapk6	chr9:75434457..75434858	chr9	75282264	75282665
Mapre1	chr2:153121881..153122282	chr2	152947617	152948018
Mapre1	chr2:153145272..153145673	chr2	152971008	152971409
Mapre1	chr2:153147215..153147616	chr2	152972951	152973352
Mapre1	chr2:153147740..153148141	chr2	152973476	152973877
Mapre1	chr2:153168119..153168520	chr2	152993855	152994256
Mapre1	chr2:153170361..153170762	chr2	152996097	152996498
Mapre1	chr2:153350595..153350996	chr2	153176331	153176732
Mapre1	chr2:153543885..153544286	chr2	153369621	153370022
Mapre2	chr18:23807572..23807973	chr18	23966073	23966474
Mapre2	chr18:23856460..23856861	chr18	24014961	24015362
39142	chr2:60253641..60254042	chr2	60091698	60092099
39142	chr2:60366231..60366632	chr2	60204288	60204689
Marcksl1	chr4:129497033..129497434	chr4	129174277	129174678
Marcksl1	chr4:129501011..129501412	chr4	129178255	129178656
Mat2a	chr6:72512713..72513114	chr6	72462707	72463108
Mbnl2	chr14:120297321..120297722	chr14	120696543	120696944
Mcl1	chr3:95643236..95643637	chr3	95447158	95447559
Mcl1	chr3:95645252..95645653	chr3	95449174	95449575
Mcl1	chr3:95647982..95648383	chr3	95451904	95452305
Mcl1	chr3:95653636..95654037	chr3	95457558	95457959
Mcoln2	chr3:146145069..146145470	chr3	145808033	145808434
Mdfic	chr6:15749982..15750383	chr6	15699982	15700383
Mdfic	chr6:15792273..15792674	chr6	15742273	15742674
Mdfic	chr6:15841549..15841950	chr6	15791549	15791950
Mdfic	chr6:16896325..16896726	chr6	16846325	16846726
Mefv	chr16:4385325..4385726	chr16	4385325	4385726
Mesdc1	chr7:83814282..83814683	chr7	90962792	90963193
Mesdc1	chr7:83853059..83853460	chr7	91001569	91001970
Mesdc1	chr7:83859617..83860018	chr7	91008127	91008528
Met	chr6:17079853..17080254	chr6	17029853	17030254
Met	chr6:17408084..17408485	chr6	17358084	17358485
Mettl6	chr14:31389686..31390087	chr14	32202872	32203273
Mettl6	chr14:31392707..31393108	chr14	32205893	32206294
Mettl6	chr14:31401962..31402363	chr14	32215148	32215549
Mettl6	chr14:31404016..31404417	chr14	32217202	32217603
Mettl6	chr14:31405653..31406054	chr14	32218839	32219240
Mgat4a	chr1:36580364..36580765	chr1	36637209	36637610
Mgat4a	chr1:37474071..37474472	chr1	37530916	37531317
Mgat4a	chr1:37477847..37478248	chr1	37534692	37535093
Mief1	chr15:80219692..80220093	chr15	80050122	80050523
Mief1	chr15:80223035..80223436	chr15	80053465	80053866
Mief1	chr15:80238266..80238667	chr15	80068696	80069097
Mief1	chr15:80243186..80243587	chr15	80073616	80074017
Mief1	chr15:80518519..80518920	chr15	80348949	80349350
Mief1	chr15:80521693..80522094	chr15	80352123	80352524
Mief1	chr15:81142157..81142558	chr15	80972587	80972988
Mief1	chr15:81177837..81178238	chr15	81008267	81008668
Mitd1	chr1:36571568..36571969	chr1	36628413	36628814
Mitd1	chr1:37477847..37478248	chr1	37534692	37535093
Mki67	chr7:135712889..135713290	chr7	142904572	142904973
Mkks	chr2:136919360..136919761	chr2	136745096	136745497
Mkks	chr2:136920866..136921267	chr2	136746602	136747003
Mkks	chr2:137114619..137115020	chr2	136940355	136940756
Mmp13	chr9:7221414..7221815	chr9	7221414	7221815
Mmp13	chr9:7331831..7332232	chr9	7331831	7332232
Mmp13	chr9:7336683..7337084	chr9	7336683	7337084
Mob1b	chr5:88770245..88770646	chr5	89199270	89199671
Mrpl30	chr1:37477847..37478248	chr1	37534692	37535093
Msantd3	chr4:48554198..48554599	chr4	48567070	48567471
Msn	chrX:96128036..96128437	chrX	93323375	93323776
Msn	chrX:96130160..96130561	chrX	93325499	93325900
Msn	chrX:96130729..96131130	chrX	93326068	93326469
Msr1	chr8:39639622..39640023	chr8	40724976	40725377
Msr1	chr8:39644556..39644957	chr8	40729910	40730311
Msr1	chr8:39649957..39650358	chr8	40735311	40735712
Mtpn	chr6:35568765..35569166	chr6	35518765	35519166
Mx1	chr16:97472505..97472906	chr16	97694112	97694513
Mx2	chr16:97472505..97472906	chr16	97694112	97694513
Mxd1	chr6:86493821..86494222	chr6	86443815	86444216
Mxd1	chr6:86570736..86571137	chr6	86520730	86521131
Mxd1	chr6:86585254..86585655	chr6	86535248	86535649
Mxd1	chr6:86586056..86586457	chr6	86536050	86536451
Myef2	chr2:122665958..122666359	chr2	122491694	122492095
Myo10	chr15:25287815..25288216	chr15	25217570	25217971
Myo10	chr15:25302305..25302706	chr15	25232060	25232461
Myo10	chr15:25352789..25353190	chr15	25282544	25282945
Myo10	chr15:25354809..25355210	chr15	25284564	25284965
Myo10	chr15:25355300..25355701	chr15	25285055	25285456
Myo1d	chr11:80603086..80603487	chr11	80416588	80416989
Myo1d	chr11:82015108..82015509	chr11	81828610	81829011
Myo1d	chr11:82019307..82019708	chr11	81832809	81833210
Myo1d	chr11:82022608..82023009	chr11	81836110	81836511
Myo1d	chr11:82023795..82024196	chr11	81837297	81837698
Nampt	chr12:32815898..32816299	chr12	33500763	33501164
Nck1	chr9:100504333..100504734	chr9	100404752	100405153
Nck1	chr9:101076451..101076852	chr9	100980175	100980576
Ncoa5	chr2:165042996..165043397	chr2	164868496	164868897
Ndel1	chr11:68458062..68458463	chr11	68271564	68271965
Ndel1	chr11:68468144..68468545	chr11	68281646	68282047
Ndel1	chr11:68483293..68483694	chr11	68296795	68297196
Ndrg1	chr15:66998360..66998761	chr15	66829922	66830323
Nfat5	chr8:107269232..107269633	chr8	109793132	109793533
Nfat5	chr8:107269656..107270057	chr8	109793556	109793957
Nfe2l2	chr2:75682308..75682709	chr2	75520365	75520766
Nfil3	chr13:52818692..52819093	chr13	52914061	52914462
Nfil3	chr13:52914590..52914991	chr13	53009959	53010360
Nfil3	chr13:52976739..52977140	chr13	53072108	53072509
Nfkb1	chr3:135616713..135617114	chr3	135279677	135280078
Nfkb1	chr3:135629816..135630217	chr3	135292780	135293181
Nfkb1	chr3:135670592..135670993	chr3	135333556	135333957
Nfkb1	chr3:135672408..135672809	chr3	135335372	135335773
Nfkb1	chr3:135673913..135674314	chr3	135336877	135337278
Nfkb1	chr3:135680565..135680966	chr3	135343529	135343930
Nfkb1	chr3:135688903..135689304	chr3	135351867	135352268
Nfkbia	chr12:55368480..55368881	chr12	56469467	56469868
Nfkbia	chr12:55389718..55390119	chr12	56490705	56491106
Nfkbia	chr12:55465574..55465975	chr12	56566561	56566962
Nfkbia	chr12:55466260..55466661	chr12	56567247	56567648
Nfkbia	chr12:55466876..55467277	chr12	56567863	56568264
Nfkbiz	chr16:55837115..55837516	chr16	55837228	55837629
Nfyb	chr10:82794923..82795324	chr10	82257668	82258069
Nfyb	chr10:82958377..82958778	chr10	82421122	82421523
Nfyb	chr10:83149653..83150054	chr10	82612398	82612799
Nfyb	chr10:83215586..83215987	chr10	82678331	82678732
Nfyb	chr10:83343181..83343582	chr10	82805926	82806327
Niacr1	chr5:123832404..123832805	chr5	124282413	124282814
Niacr1	chr5:123858514..123858915	chr5	124308523	124308924
Niacr1	chr5:123862320..123862721	chr5	124312329	124312730
Niacr1	chr5:123862627..123863028	chr5	124312636	124313037
Niacr1	chr5:123893504..123893905	chr5	124343513	124343914
Niacr1	chr5:124074928..124075329	chr5	124524937	124525338
Niacr1	chr5:124496841..124497242	chr5	124946850	124947251
Nlrp3	chr11:59540094..59540495	chr11	59353596	59353997
Nlrp3	chr11:59543972..59544373	chr11	59357474	59357875
Noc3l	chr19:37954844..37955245	chr19	38029334	38029735
Noc3l	chr19:37955401..37955802	chr19	38029891	38030292
Noc3l	chr19:38005388..38005789	chr19	38079878	38080279
Noc3l	chr19:38011355..38011756	chr19	38085845	38086246
Noc3l	chr19:38015532..38015933	chr19	38090022	38090423
Noc3l	chr19:38025291..38025692	chr19	38099781	38100182
Noc3l	chr19:38032857..38033258	chr19	38107347	38107748
Noc3l	chr19:38038300..38038701	chr19	38112790	38113191
Noc3l	chr19:38040556..38040957	chr19	38115046	38115447
Noc3l	chr19:38042427..38042828	chr19	38116917	38117318
Nod2	chr8:88691966..88692367	chr8	91215865	91216266
Nos2	chr11:78873275..78873676	chr11	78686777	78687178
Nos2	chr11:78916390..78916791	chr11	78729892	78730293
Nr3c1	chr18:39542782..39543183	chr18	39702436	39702837
Nr3c1	chr18:39560745..39561146	chr18	39720399	39720800
Nrp2	chr1:62717952..62718353	chr1	62764526	62764927
Nrp2	chr1:62727193..62727594	chr1	62773767	62774168
Nrp2	chr1:62750425..62750826	chr1	62796999	62797400
Nt5c3	chr6:57707763..57708164	chr6	57657757	57658158
Nt5c3	chr6:57720852..57721253	chr6	57670846	57671247
Ntng2	chr2:29632008..29632409	chr2	29487528	29487929
Nufip1	chr14:76099566..76099967	chr14	76499373	76499774
Nufip2	chr11:76482202..76482603	chr11	76295704	76296105
Nufip2	chr11:76482614..76483015	chr11	76296116	76296517
Nufip2	chr11:76497711..76498112	chr11	76311213	76311614
Nufip2	chr11:76587420..76587821	chr11	76400922	76401323
Nufip2	chr11:76588158..76588559	chr11	76401660	76402061
Nufip2	chr11:76589119..76589520	chr11	76402621	76403022
Nufip2	chr11:76589820..76590221	chr11	76403322	76403723
Nufip2	chr11:76606978..76607379	chr11	76420480	76420881
Nufip2	chr11:76735730..76736131	chr11	76549232	76549633
Nufip2	chr11:76845494..76845895	chr11	76658996	76659397
Nufip2	chr11:76857200..76857601	chr11	76670702	76671103
Nup50	chr15:84995111..84995512	chr15	84825541	84825942
Nup50	chr15:86169690..86170091	chr15	86000120	86000521
Nup50	chr15:86170258..86170659	chr15	86000688	86001089
Nup54	chr5:92368373..92368774	chr5	92797399	92797800
Nup54	chr5:92369052..92369453	chr5	92798078	92798479
Nup54	chr5:92374704..92375105	chr5	92803730	92804131
Nup98	chr7:100950550..100950951	chr7	108099064	108099465
Nup98	chr7:100992216..100992617	chr7	108140730	108141131
Nup98	chr7:101027634..101028035	chr7	108176148	108176549
Nup98	chr7:101042065..101042466	chr7	108190579	108190980
Nup98	chr7:101050708..101051109	chr7	108199222	108199623
Nup98	chr7:101051267..101051668	chr7	108199781	108200182
Nup98	chr7:101310704..101311105	chr7	108459218	108459619
Nup98	chr7:101466790..101467191	chr7	108615304	108615705
Nup98	chr7:101853761..101854162	chr7	109002275	109002676
Nup98	chr7:102242353..102242754	chr7	109390867	109391268
Oasl1	chr5:115500369..115500770	chr5	115950378	115950779
Odc1	chr12:17507149..17507550	chr12	17513955	17514356
Odc1	chr12:17658367..17658768	chr12	17665173	17665574
Odf2l	chr3:144668945..144669346	chr3	144331909	144332310
Opa3	chr7:19265955..19266356	chr7	19851304	19851705
Opa3	chr7:19266713..19267114	chr7	19852062	19852463
Opa3	chr7:19933156..19933557	chr7	20518505	20518906
Osgin2	chr4:15990396..15990797	chr4	15917543	15917944
Osgin2	chr4:15994425..15994826	chr4	15921572	15921973
Osgin2	chr4:16071324..16071725	chr4	15998471	15998872
Osgin2	chr4:16086631..16087032	chr4	16013778	16014179
Osgin2	chr4:16101967..16102368	chr4	16029114	16029515
Osgin2	chr4:16158951..16159352	chr4	16086098	16086499
Osgin2	chr4:16160007..16160408	chr4	16087154	16087555
Osm	chr11:4308004..4308405	chr11	4208007	4208408
P2ry2	chr7:100987084..100987485	chr7	108135598	108135999
P2ry2	chr7:100992216..100992617	chr7	108140730	108141131
P2ry2	chr7:101050708..101051109	chr7	108199222	108199623
P4ha1	chr10:59236394..59236795	chr10	58699142	58699543
P4ha1	chr10:59237718..59238119	chr10	58700466	58700867
P4ha1	chr10:59589356..59589757	chr10	59052104	59052505
Parp12	chr6:38965424..38965825	chr6	38915423	38915824
Parp12	chr6:39150292..39150693	chr6	39100291	39100692
Parp12	chr6:39241589..39241990	chr6	39191588	39191989
Parp12	chr6:39295937..39296338	chr6	39245936	39246337
Parp12	chr6:39297090..39297491	chr6	39247089	39247490
Parp12	chr6:39418002..39418403	chr6	39368001	39368402
Parp12	chr6:39562148..39562549	chr6	39512147	39512548
Patl1	chr19:11494532..11494933	chr19	11569022	11569423
Patl1	chr19:11817382..11817783	chr19	11891872	11892273
Pcf11	chr7:92698689..92699090	chr7	99847199	99847600
Pcid2	chr8:11451999..11452400	chr8	11451999	11452400
Pcid2	chr8:11460871..11461272	chr8	11460871	11461272
Pcid2	chr8:11464207..11464608	chr8	11464207	11464608
Pcid2	chr8:13027726..13028127	chr8	13027726	13028127
Pcna-ps2	chr19:8984276..8984677	chr19	9058766	9059167
Pcna-ps2	chr19:9058916..9059317	chr19	9133406	9133807
Pdcd1lg2	chr19:29417846..29418247	chr19	29492336	29492737
Pdcd1lg2	chr19:29419470..29419871	chr19	29493960	29494361
Pdcd1lg2	chr19:29463569..29463970	chr19	29538059	29538460
